source_file,char,japanese_name,literal_meaning,current_keyword,proposed_keyword,status,rationale_citation
radical_form_keywords.json,㔾,ふしづくり / fushizukuri,"stamp, seal (right/tsukuri) - crouched variant shape",crouched stamp,crouched stamp,keep,"ka_data row 30: rad_meaning=stamp/seal. 'crouched' accurately describes this variant's bent shape vs 卩. already a solid combination of real meaning + accurate shape note AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,牜,うしへん / ushihen,cow (left/hen),cow left,cow (left),change,"ka_data row 117 + Unicode name CJK RADICAL COW: meaning confirmed. User 2026-09-03: reformat to 'cow (left)' for consistency with other left/right-position labels (e.g. 'beast (left)', 'knife (right)'). AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,覀,にし / nishi,"cover, west",west cover,west cover,keep,"ka_data row 178: rad_meaning=cover, west. Unicode name: CJK RADICAL WEST ONE. matches (word order differs but same meaning) AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,戶,と / to,door (traditional full form),door (trad),door (trad),keep,"ka_data row 82: rad_meaning=door. 戶 is the traditional form of 戸 AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,丬,unclear (かたへん family),split wood (left) - simplified 爿,splinter left,split wood (left),change,"related to katahen (split wood, hen position) family. 'splinter' is a reasonable single-word rendering of 'split wood'. NOTE: review together with ⺦ above once that's resolved - may represent the same radical family AUDIT 2026-09-03: literal_meaning column already states 'split wood' (simplified form of 爿/しょうへん, confirmed by raw-data/sylhare/r214.yml radical 爿 Alternate=丬); prior proposal 'splinter (left)' flattened this to a single euphemistic word. Restored to 'split wood (left)' to match the sourced literal name; 'splinter' dropped as an unsourced synonym."
radical_form_keywords.json,⻊,あしへん / ashihen,"foot, leg (left/hen)",foot left,foot (left),change,"ka_data row 193 + Unicode name CJK RADICAL FOOT: exact match already AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,黑,くろ / kuro,black (traditional full form),black (trad),black (trad),keep,"ka_data row 233: rad_meaning=black. 黑 is the traditional form of 黒 AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,齒,は / ha,tooth (traditional full form),tooth (trad),tooth (trad),keep,"ka_data row 235: rad_meaning=tooth. 齒 is the traditional form of 歯 AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,𧾷,あし / ashi,"foot, leg (traditional full form)",foot (full),foot (full),keep,"same family as ⻊/ashihen above but standalone/full form. matches AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺗,unconfirmed (heart family),"heart, mind, spirit (bottom position variant, likely)",heart (bottom),heart (bottom),keep,"Unicode name: CJK RADICAL HEART TWO (distinct codepoint from HEART ONE=left/risshinben form). Medium confidence this is the bottom variant based on codepoint ordering - not fully independently confirmed AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺧,unconfirmed,"cow (top position, variant)",cow (top),cow (top),keep,"Unicode name: CJK RADICAL COW (U+2EA7) - distinct codepoint from the hen-position cow radical (牜, U+2EA... different). meaning confirmed, position plausible but not independently cross-checked against ka_data AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,糹,いとへん / itohen,thread (left/hen),thread left,thread (left),change,"related family to ka_data row 158 itohen=thread/hen. matches AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,𩙿,しょくへん / shokuhen (family),"food, to eat (left/hen)",food left,food (left),change,"related to ka_data row 221 shokuhen=food/hen. matches AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺶,ひつじ / hitsuji (family),sheep,sheep left,sheep (left),change,"ka_data row 160 + Unicode name CJK RADICAL SHEEP: meaning matches AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龜,unconfirmed,turtle (traditional full form),turtle (trad),turtle (trad),keep,"matches plain dictionary meaning of 龜, traditional form of 亀. low risk AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,羽,はね / hane,"feather, wing (paired-stroke shape)",feather pair,feather pair,keep,"ka_data row 161: rad_meaning=feather/wing. 'pair' accurately describes the two-stroke paired shape. reasonable combination of real meaning + shape note AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺀,unclear,Unicode says 'repeat' - not clearly a visual 'two dots' concept,two dots,two dots,keep,"Unicode name: CJK RADICAL REPEAT (U+2E80), not clearly matched to any real bushu name in ka_data (related 々 iteration mark listed as n/a/n/a/n/a). 'two dots' is a purely visual, non-invented description - kept since no better real name was found, but flagged as low-confidence AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
AI_radicals.json,几,きにょう / kinyou,table,side table,table,change,"kanji-radicals.csv row 20: Meaning=table. Audit 2026-09-03: literal_meaning is a plain single concept (table) with no extra descriptive nuance to lose; no flattening found, kept as-is."
AI_radicals.json,夂,のまた / nomata,to follow,descending foot,to follow,change,"kanji-radicals.csv row 40: Meaning=to follow. User 2026-09-03: keep verb form 'to follow' rather than trimming to 'follow'. Audit 2026-09-03: literal_meaning is a single plain concept; no flattening found, kept as-is."
AI_radicals.json,舛,まいあし / maiashi,"contrary, to err",oppose feet,contrary / to err,change,"kanji-radicals.csv row 202: Meaning=contrary, to err. Audit 2026-09-03: literal_meaning attests TWO distinct senses ('contrary' and 'to err/mistake'), but proposed_keyword had flattened to only 'contrary', dropping the 'to err' sense. Restored as 'contrary / to err'."
AI_radicals.json,鹵,しお / shio,salt,salt flats,salt,change,"kanji-radicals.csv row: Meaning=salt. Audit 2026-09-03: literal_meaning is a plain single concept; no flattening found, kept as-is."
AI_radicals.json,屮,くさのめ / kusanome,sprout,sprout shoot,sprout,change,"kanji-radicals.csv: Meaning=sprout. Audit 2026-09-03: literal_meaning is a plain single concept; no flattening found, kept as-is."
AI_radicals.json,冫,にすい / nisui,two water(-drops); category: ice,ice drops,two water drops (ice),change,"User decision 2026-09-03: combine literal name (two water drops) with category meaning (ice), literal first. Applied. Audit 2026-09-03: already combines both the literal etymology and the category meaning; no further flattening found, kept as-is."
AI_radicals.json,戈,ほこ / hoko,"spear, weapon",dagger-axe,dagger-axe,keep,"kanji-radicals.csv Meaning=spear, weapon. 'dagger-axe' is the standard sinological term for this weapon type, matches source. Audit 2026-09-03: no flattening found, kept as-is."
AI_radicals.json,豕,いのこ / inoko,pig,hog,hog,keep,"kanji-radicals.csv Meaning=pig. hog=pig synonym. Audit 2026-09-03: literal_meaning is a plain single concept; no flattening found, kept as-is."
AI_radicals.json,鬲,れき / reki,"tripod, cauldron",tripod pot,tripod pot,keep,"kanji-radicals.csv Meaning=tripod, cauldron. matches. Audit 2026-09-03: already combines both descriptive elements (tripod + pot/cauldron); no flattening found, kept as-is."
AI_radicals.json,龠,やく / yaku,flute,panpipe,panpipe,keep,"kanji-radicals.csv Meaning=flute. panpipe=flute-family synonym. Audit 2026-09-03: literal_meaning is a plain single concept; no flattening found, kept as-is."
AI_radicals.json,耂,おいかんむり / oikanmuri,"old, old-age (crown/top position)",old crown,old crown,keep,"kanji-radicals.csv Meaning=old, old-age; Position-J=kanmuri (crown). exact match already. Audit 2026-09-03: already combines meaning + position; no flattening found, kept as-is."
AI_radicals.json,⻌,しんにょう / shinnyou,"road, walk, to advance",road (1-dot),road (1-dot),keep,"kanji-radicals.csv Meaning matches. dot-count distinguishes from 辶 variant, same logic as sanzui's stroke-count naming; Unicode name: CJK RADICAL SIMPLIFIED WALK. Audit 2026-09-03: no flattening found, kept as-is."
AI_radicals.json,辶,しんにょう / shinnyou,"road, walk, to advance",road (2-dot),road (2-dot),keep,"kanji-radicals.csv Meaning matches. dot-count distinguishes from ⻌ variant. Audit 2026-09-03: no flattening found, kept as-is."
AI_radicals.json,乍,n/a,suddenly; at first,meanwhile,suddenly / at first,change,"Wiktionary https://en.wiktionary.org/wiki/乍 - pictogram of axe chopping wood; primary Etym.1 meaning 'suddenly, abruptly; at first'. Phonetic in 作/搾/昨/酢 (さく), unrelated to 'meanwhile'. Audit 2026-09-03: literal_meaning attests two senses ('suddenly' and 'at first'); proposed_keyword kept only 'suddenly'. Restored the second sense as 'suddenly / at first'."
AI_radicals.json,夬,n/a,resolute; to break/decide,decisive notch,to break off / resolute,change,"Wiktionary https://en.wiktionary.org/wiki/夬 - pictogram of a hand wearing an archer's thumb-ring; dictionary meaning 'resolute' (also I Ching hexagram 43). 'notch' is an invented gloss on the pictograph rather than the attested meaning. Audit 2026-09-03: this is the exact flattening pattern flagged in the task brief -- literal_meaning attests both 'resolute' AND 'to break/decide', but proposed_keyword kept only 'resolute'. Restored the dropped sense as 'to break off / resolute'."
AI_radicals.json,昏,n/a,dusk; dark,sundown,sundown,keep,"raw-data/sylhare/ka_data.csv row for 黄 cites 黄昏（たそがれ）'dusk, twilight'; standard meaning of 昏 is dusk/dark, matching current keyword. Phonetic component only in 婚 (marriage, unrelated sense), so keeping the character's own meaning is correct here. Audit 2026-09-03: 'dark' is not a separate sense from 'dusk' here (dusk = growing dark); 'sundown' already conveys this, no flattening found, kept as-is."
AI_radicals.json,乂,n/a,"to mow, cut weeds; to govern",mow,mow / to govern,change,"Wiktionary https://en.wiktionary.org/wiki/乂 - pictogram of a sickle/cutting tool; original form of 刈 'to mow, reap'. Matches current keyword. Audit 2026-09-03: literal_meaning attests a second, distinct extended sense 'to govern' (also documented in this same CSV's component_keyword.json row for 乂, which uses 'regulate') that was dropped entirely from the AI_radicals.json proposed_keyword. Restored as 'mow / to govern'."
AI_radicals.json,氐,n/a,"root, base; to arrive",clan base,root / base / to arrive,change,"Wiktionary https://en.wiktionary.org/wiki/氐 - original form of 柢 'root of a tree; basis, fundamental' and of 抵 'to reach'. 'clan' derives from the 氏 component in the glyph's etymology, not the character's own meaning; phonetic in 低/底/抵/邸 (てい). Audit 2026-09-03: the in-progress fix to 'root / base' still dropped the third attested sense 'to arrive' (from 抵 'to reach'). Restored as 'root / base / to arrive'."
AI_radicals.json,尞,n/a,burnt sacrificial offering (firewood burned as sacrifice),torch,burnt offering,change,"Wiktionary https://en.wiktionary.org/wiki/尞 - ideogrammic compound, oracle bone shows 木 with flame dots: 'sacrifice with firewood'; original form of 燎 'ancient offering involving burning wood'. 'torch' is an approximate paraphrase; 'burnt offering' matches the sourced meaning more precisely. Phonetic in 僚/寮/療/瞭/遼/燎 (りょう). Audit 2026-09-03: 'burnt offering' already captures the core sourced concept (firewood burned as sacrifice); no further flattening found, kept as-is."
AI_radicals.json,圣,n/a,to dig (obsolete),sacred,dig,change,"Wiktionary https://en.wiktionary.org/wiki/圣 - explicitly a SEPARATE ancient character from 聖: pictograph of 'a hand over a lump of earth or clay', meaning 'to dig' (obsolete). Current keyword 'sacred' borrows the meaning of 聖 (holy), the character 圣 merely happens to be used as 聖's Ming-dynasty/simplified variant AND, unrelated to that, as the phonetic in 径/経/茎/軽 (けい) - classic phono-semantic mixup matching the 攸/悠 example. Audit 2026-09-03: literal_meaning is a single plain concept ('to dig'); no flattening found, kept as-is."
AI_radicals.json,冓,n/a,"to meet, encounter; to interlock/join",inner rooms,to meet / interlock,change,"Wiktionary https://en.wiktionary.org/wiki/冓 - ideogrammic compound of two fish facing each other; original form of 遘 'to meet'; in Japanese 'to combine, join, dovetail together'. 'inner rooms' comes from a secondary compound 內冓 ('inner chamber') rather than 冓's own core meaning. Phonetic in 構/溝/講/購 (こう). Audit 2026-09-03: already captures both attested senses (meet + interlock/join); no flattening found, kept as-is."
AI_radicals.json,咼,n/a,"slanting, crooked (mouth)",wry mouth,wry mouth,keep,"Wiktionary https://en.wiktionary.org/wiki/咼 - phono-semantic compound of phonetic 冎 + semantic 口 (mouth); Etym.1 meaning 'slanting' (wāi). 'wry' (=crooked) plus 'mouth' (from the 口 component) accurately reflects the sourced meaning, unlike a borrowed sense from 渦/禍/過. Audit 2026-09-03: already combines both the crooked/slanting sense and the mouth component; no flattening found, kept as-is."
AI_radicals.json,夋,n/a,"to squat; to dawdle, move slowly",swagger,to squat / dawdle,change,"Wiktionary https://en.wiktionary.org/wiki/夋 - pictogram of a person squatting/sitting with bent legs, original form of 踆/蹲 'to squat'; attested meanings 'to dawdle' and 'fleet-footed'. 'swagger' (a proud strutting walk) is not supported by any source. Phonetic in 俊/峻/竣/駿 (しゅん). Audit 2026-09-03: the in-progress fix to 'dawdle' dropped the primary pictographic sense 'to squat' entirely. Restored as 'to squat / dawdle'."
AI_radicals.json,㐮,n/a,"to help, assist; to accomplish",wrap-dress,help / assist / accomplish,change,"Wiktionary https://en.wiktionary.org/wiki/㐮 - stated to be the original/variant form of 襄, whose meanings are 'to aid, help, assist; to accomplish'. 'wrap-dress' appears to be an invented gloss based on misreading the glyph shape; no source supports it. Phonetic in 壌/嬢/穣/譲/醸 (じょう). Audit 2026-09-03: the in-progress fix to 'help / assist' dropped the distinct attested sense 'to accomplish'. Restored as 'help / assist / accomplish'."
AI_radicals.json,复,n/a,"to go back, return",double back,double back,keep,"Wiktionary https://en.wiktionary.org/wiki/复 - ideogrammic compound (room at centre of corridor + foot pointing down), original meaning 'to go back'; original form of 復. 'double back' (return along the same path) accurately paraphrases this, so current keyword checks out. Phonetic in 復/腹/複/覆 (ふく). Audit 2026-09-03: no flattening found, kept as-is."
AI_radicals.json,畐,n/a,"full, filled (vessel)",packed field,full vessel,change,"Wiktionary https://en.wiktionary.org/wiki/畐 - pictogram of a full/filled vessel; meanings 'full, filled' and 'a kind of container or vessel' (both obsolete); ancient form behind 幅/偪/逼. The 田-like element is a glyph accident, not a semantic 'field'; 'packed field' misreads this. Phonetic in 副/幅/福 (ふく). Audit 2026-09-03: 'full vessel' already captures the core sourced concept; no further flattening found, kept as-is."
AI_radicals.json,禺,n/a,"a large, long-tailed monkey",long monkey,long monkey,keep,"Wiktionary https://en.wiktionary.org/wiki/禺 - Etym.1 (primary): 'a kind of large monkey with a long tail and red eyes' (obsolete). Current keyword matches this sourced primary meaning. Phonetic in 偶/遇/隅 (ぐう). Audit 2026-09-03: 'long-tailed monkey' is itself a standard, already-descriptive compound term (not a bare generic word); dropping the secondary 'large' qualifier is a minor, acceptable simplification, not the flattening-to-one-generic-word failure pattern. Kept as-is."
AI_radicals.json,辟,n/a,"law, penal code; to rule, govern",punish,law / to rule,change,"Wiktionary https://en.wiktionary.org/wiki/辟 - attested literary meanings include 'monarch; sovereign', 'to rule; to govern', and (pì reading) 'law; penal code'. 'Punish' is not among the sourced definitions; 'law / to rule' is directly attested. Phonetic in 壁/癖/璧 (へき), unrelated senses of wall/habit/jade. Audit 2026-09-03: already combines both attested senses (law + to rule); no further flattening found, kept as-is."
AI_radicals.json,曷,n/a,why; what; how; when,why so,why so,keep,"Wiktionary https://en.wiktionary.org/wiki/曷 - obsolete interrogative particle cognate with 何, meaning 'why; what; where; how; when'. Current keyword 'why so' matches this well. Audit 2026-09-03: source itself is a cluster of near-synonymous interrogatives (why/what/how/when), and 'why so' is an accepted idiomatic compression of that cluster, not a loss of a distinct descriptive sense; no flattening found, kept as-is."
AI_radicals.json,侖,n/a,"order, logical arrangement",stacked thought,order / logical arrangement,change,"Wiktionary https://en.wiktionary.org/wiki/侖 - alternative form of 倫/伦 'reason; order'; glyph = 亼 'gather' + 冊 'book(s) of bamboo slips', i.e. arranging texts in order. 'stacked thought' is an invented paraphrase of the glyph rather than the attested meaning 'order'. Phonetic in 倫/輪/綸 (りん). Audit 2026-09-03: the in-progress fix to bare 'order' dropped the descriptive qualifier 'logical arrangement' that distinguishes this from a generic sequence/rank sense. Restored as 'order / logical arrangement'."
AI_radicals.json,兑,n/a,to exchange; opening/aperture; I Ching trigram Dui,eight elder,opening / exchange,change,"Wiktionary https://en.wiktionary.org/wiki/兑 - variant of 兌, meaning 'opening, aperture' and (as I Ching trigram Dui) 'exchange, joy'. 'eight elder' is a literal glyph misreading (八 'eight' + 兄 'elder brother') with no basis in the actual meaning - a clear nonsense-decomposition error. Phonetic in 悦/閲/税/説, unrelated senses. Audit 2026-09-03: the in-progress fix to bare 'exchange' dropped the distinct, more concrete physical sense 'opening/aperture'. Restored as 'opening / exchange'."
AI_radicals.json,亢,n/a,"high, lofty; proud, haughty",tall proud,tall proud,keep,"Wiktionary https://en.wiktionary.org/wiki/亢 - Old Chinese 'lift high'; attested meanings 'high, arrogant, haughty; firm, resolute'. Matches current keyword well. Audit 2026-09-03: already combines both attested senses (high/lofty + proud/haughty); no flattening found, kept as-is."
AI_radicals.json,兪,n/a,"yes, indeed (affirmative); to hollow out a tree to make a boat",lid man,affirmative (yes) / to hollow a boat,change,"Wiktionary https://en.wiktionary.org/wiki/兪 - variant of 俞, meaning 'to hollow a tree to make a boat; yes; indeed'. 'lid man' is an invented glyph-decomposition guess with no support in any source. Phonetic in 愉/癒/諭/輸/喩 (unrelated senses of pleasure/healing/transport). Audit 2026-09-03: the in-progress fix to 'affirmative (yes)' dropped the character's original, more vivid pictographic sense 'to hollow out a tree to make a boat' entirely. Restored as 'affirmative (yes) / to hollow a boat'."
AI_radicals.json,𢦏,n/a,"to hurt, to wound",halberd wound,halberd wound,keep,"Wiktionary https://en.wiktionary.org/wiki/𢦏 (per Shuowen Jiezi) - phono-semantic compound of 戈 'weapon/dagger-axe' (semantic) + 才 (phonetic); meaning 'to hurt; to wound' (obsolete); early variant of 災 'disaster'. 'halberd wound' accurately reflects the 戈-weapon + wound sense. Phonetic in 哉/栽/裁/載. Audit 2026-09-03: already combines the weapon component and the wound meaning; no flattening found, kept as-is."
AI_radicals.json,扁,n/a,"flat, thin; an inscribed tablet/plaque",flat tablet,flat tablet,keep,"Wiktionary https://en.wiktionary.org/wiki/扁 - ideogrammic compound of 戶 'door' + 冊 'bamboo tablets'; meanings 'flat and thin' and 'to inscribe (on a door), plaque'. Matches current keyword well. Phonetic in 偏/編/遍 (へん). Audit 2026-09-03: already combines both attested senses (flat/thin + tablet/plaque); no flattening found, kept as-is."
AI_radicals.json,敝,n/a,"worn out, shabby, tattered",tattered,tattered,keep,"Wiktionary https://en.wiktionary.org/wiki/敝 - ideogrammic compound depicting beating cloth with a stick (to clean or wear it out); literary meanings 'worn-out; shabby; tattered; decayed'. Exact match with current keyword. Phonetic in 幣/弊/蔽 (へい). Audit 2026-09-03: the three listed terms (worn out, shabby, tattered) are near-synonyms describing one concept, not distinct senses; no flattening found, kept as-is."
AI_radicals.json,袁,n/a,long robe,long robe,long robe,keep,"Wiktionary https://en.wiktionary.org/wiki/袁 - dictionary meaning 'long robe' (a type of garment), also common surname. Exact match with current keyword. Audit 2026-09-03: literal_meaning is a plain single concept; no flattening found, kept as-is."
AI_radicals.json,𠂊,n/a,unclear - no independent dictionary meaning found,kneeling,(no reliable meaning found),flag,"Wiktionary https://en.wiktionary.org/wiki/𠂊 explicitly states no definition/etymology is documented for this character; it is absent from the Kangxi Dictionary and functions only as a stroke-component in 久/夕/夂/夊/麁. No source was found supporting 'kneeling' or any other specific meaning, so per the task rules this is flagged rather than guessed. Audit 2026-09-03: re-checked via fresh WebSearch/WebFetch. A Kanshudo listing surfaced a gloss of 'corner' and a claim that it is 'a variant of the wrapping enclosure (勹) component', but this is not corroborated by Wiktionary/Unicode (which explicitly documents no definition) and looks like an unreliable auto-generated entry rather than a sourced etymology. Not confident enough to use -- kept flagged with no proposal, per the task's instruction not to guess."
AI_radicals.json,喿,n/a,"to chirp, clamor, make an uproar (birds in a tree)",many mouths,clamor / chirping,change,"Wiktionary https://en.wiktionary.org/wiki/喿 - ideogrammic compound of 品 'three mouths' + 木 'tree' = birds chirping in a tree; original form of 噪, meaning 'to chirp; to cry; to clamor; to make a racket'. 'many mouths' literally describes the glyph shape but not the actual sourced meaning 'clamor/chirping'. Phonetic in 操/燥/藻 (そう). Audit 2026-09-03: 'clamor / chirping' already captures the core sourced action; the 'birds in a tree' detail is glyph-origin color rather than a separate sense, no further flattening found, kept as-is."
AI_radicals.json,爰,n/a,"to pull/lead by hand (glyph origin); grammaticalized as 'thereupon, therefore'",lead along,lead along,keep,"Wiktionary https://en.wiktionary.org/wiki/爰 - glyph origin: ideogrammic compound of two hands (爫 + 又) 'holding or pulling something'; this pictographic sense of pulling/leading directly motivates its use as phonetic-and-semantically-adjacent element in 援 'to pull, assist' and 媛. Attested classical usage is the grammaticalized particle 'thereupon/therefore'; current keyword reflects the well-documented pictographic 'hand pulling' sense used in kanji-etymology references, so kept rather than replaced with the grammatical-particle sense which would be less useful for decomposition purposes. Audit 2026-09-03: deliberate, already-justified choice; no flattening found, kept as-is."
AI_radicals.json,龹,n/a,to roll rice into a ball (variant of 𢍏),rolled rice,rolled rice,keep,"Wiktionary https://en.wiktionary.org/wiki/龹 - stated to be a variant form of 𢍏 'to roll rice into a ball'; used as the component head (卷字頭) in 券/圏/拳. Matches current keyword closely. Audit 2026-09-03: no flattening found, kept as-is."
AI_radicals.json,兹,n/a,"this; here (also 'year', 'time')",double mystic,this / here,change,"Wiktionary https://en.wiktionary.org/wiki/兹 - unorthodox/simplified variant of 茲, meaning 'this; here' (also 'year', 'time'). 'double mystic' is a literal misreading of the glyph (appears to read 䒑 atop 幺幺 as '玄玄' = 'mystic'+'mystic') with no basis in the actual meaning. Phonetic in 慈/滋/磁 (じ). Audit 2026-09-03: the source itself marks 'year'/'time' as minor secondary senses ('also...'), while 'this; here' is the primary demonstrative sense; no significant flattening found, kept as-is."
AI_radicals.json,夹,n/a,"to squeeze between, pinch, clamp",squeezed,squeezed,keep,"Wiktionary https://en.wiktionary.org/wiki/夹 - simplified form of 夾, meaning 'to squeeze between; to pinch; to clamp; to hold between'. Matches current keyword well. Phonetic in 峡/挟/狭 (きょう). Audit 2026-09-03: the listed verbs are near-synonyms of one physical action, not distinct senses; the verb-to-adjective compression ('squeezed') loses no descriptive content, kept as-is."
AI_radicals.json,戠,n/a,potter's clay (alt. form of 埴); also 'sword' or 'to gather' (obsolete),potter mark,potter's clay,change,"Wiktionary https://en.wiktionary.org/wiki/戠 - three attested obsolete meanings: 'sword', 'to gather', and 'potter's clay' (alternative form of 埴). 'potter mark' is close but imprecise; the sourced sense is specifically 'clay', not a 'mark'. Phonetic in 識/織/職, unrelated senses of knowledge/weaving/occupation. Audit 2026-09-03: the other two senses ('sword', 'to gather') are marked as separate, more obscure obsolete meanings rather than nuance within the same sense as 'potter's clay'; 'potter's clay' is the well-attested primary sense (alt form of 埴) and is a deliberate, defensible choice rather than a flattening. Kept as-is."
AI_radicals.json,甬,n/a,bronze bell / handle of a bell; walled pathway,blooming,bell / walled pathway,change,"Wiktionary https://en.wiktionary.org/wiki/甬 - pictogram of a bronze bell (its lower part evolved into 用); attested meanings 'handle of a bell' and 'walled pathway screened on both sides'. 'blooming' has no basis in any source. Phonetic in 痛/通, unrelated senses. Audit 2026-09-03: the in-progress fix to bare 'bell' dropped the second, entirely distinct attested sense 'walled pathway'. Restored as 'bell / walled pathway'."
AI_radicals.json,㐬,n/a,"pictogram of a newborn baby, shown upside-down",newborn,newborn (upside-down),change,"Wiktionary https://en.wiktionary.org/wiki/㐬 - 'a pictogram of a newborn baby, shown upside down', with lines representing amniotic fluid/hair. Exact match with current keyword. Phonetic in 流/琉/硫 (this pictographic sense of a baby swept in fluid is also the traditional etymology given for 流 'to flow'). Audit 2026-09-03: literal_meaning specifically emphasizes the baby is shown upside-down (relevant to explaining 流's flowing-baby imagery), which was dropped from the plain 'newborn' keyword. Restored as 'newborn (upside-down)'."
AI_radicals.json,㕣,n/a,marsh between mountains,marsh,mountain marsh,change,Wiktionary https://en.wiktionary.org/wiki/㕣 - pictogram of 'a valley (口) between two mountain walls (八)'; primary meaning 'a marsh situated between mountains'. Exact match with current keyword. Audit 2026-09-03: same flattening pattern as the confirmed 氺/灬/刂 examples in the task brief -- literal_meaning specifically says 'marsh BETWEEN MOUNTAINS' but proposed_keyword dropped the mountain element down to bare 'marsh'. Restored the descriptive element as 'mountain marsh'.
AI_radicals.json,卆,n/a,soldier; servant (variant of 卒),foot soldier,foot soldier / servant,change,"Wiktionary https://en.wiktionary.org/wiki/卆 - unorthodox variant of 卒, sharing its meaning 'soldier; private; servant'. 'foot soldier' matches this well. Phonetic in 粋/酔, unrelated senses of refined/intoxicated. Audit 2026-09-03: literal_meaning attests two distinct senses ('soldier' and 'servant'), but proposed_keyword kept only the soldier sense. Restored as 'foot soldier / servant'."
